"Janeiro","Fevereiro","Marco","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Ignorado"
16059,14757,15947,15060,14878,14080,14362,15323,15233,15920,15349,16500,16
